0.023219955,-880
0.026122449,-880
0.029024943,-880
0.031927438,-880
0.034829932,-880
0.037732426,-880
0.040634921,-880
0.043537415,-880
0.046439909,-880
0.049342404,-880
0.052244898,-880
0.055147392,-880
0.058049887,-880
0.060952381,-1326.15
0.063854875,-1326.15
0.066757370,-1326.15
0.069659864,-1318.51
0.072562358,1429.56
0.075464853,1421.33
0.078367347,1413.14
0.081269841,1413.14
0.084172336,1421.33
0.087074830,1429.56
0.089977324,1429.56
0.092879819,1413.14
0.095782313,1396.91
0.098684807,1388.87
0.101587302,1388.87
0.104489796,1388.87
0.107392290,1388.87
0.110294785,1388.87
0.113197279,1388.87
0.116099773,1357.15
0.119002268,1365.01
0.121904762,1380.87
0.124807256,1396.91
0.127709751,1388.87
0.130612245,1388.87
0.133514739,1365.01
0.136417234,1372.91
0.139319728,1365.01
0.142222222,1388.87
0.145124717,1365.01
0.148027211,1365.01
0.150929705,1365.01
0.153832200,1365.01
0.156734694,1349.33
0.159637188,1349.33
0.162539683,1365.01
0.165442177,1365.01
0.168344671,1365.01
0.171247166,1396.91
0.174149660,1396.91
0.177052154,1405.01
0.179954649,1388.87
0.182857143,1380.87
0.185759637,1380.87
0.188662132,1396.91
0.191564626,1421.33
0.194467120,1421.33
0.197369615,1421.33
0.200272109,1413.14
0.203174603,1413.14
0.206077098,1421.33
0.208979592,1421.33
0.211882086,1413.14
0.214784580,1413.14
0.217687075,1413.14
0.220589569,1380.87
0.223492063,1365.01
0.226394558,1372.91
0.229297052,1365.01
0.232199546,1388.87
0.235102041,1388.87
0.238004535,1380.87
0.240907029,1388.87
0.243809524,1380.87
0.246712018,1372.91
0.249614512,1388.87
0.252517007,1365.01
0.255419501,1365.01
0.258321995,811.638
0.261224490,816.34
0.264126984,811.638
0.267029478,802.316
0.269931973,806.964
0.272834467,806.964
0.275736961,816.34
0.278639456,821.069
0.281541950,825.825
0.284444444,821.069
0.287346939,811.638
0.290249433,816.34
0.293151927,816.34
0.296054422,816.34
0.298956916,811.638
0.301859410,821.069
0.304761905,821.069
0.307664399,821.069
0.310566893,830.609
0.313469388,830.609
0.316371882,830.609
0.319274376,835.421
0.322176871,840.261
0.325079365,854.948
0.327981859,874.932
0.330884354,869.892
0.333786848,890.225
0.336689342,890.225
0.339591837,895.382
0.342494331,890.225
0.345396825,900.569
0.348299320,900.569
0.351201814,895.382
0.354104308,900.569
0.357006803,900.569
0.359909297,900.569
0.362811791,905.786
0.365714286,911.033
0.368616780,905.786
0.371519274,895.382
0.374421769,885.098
0.377324263,890.225
0.380226757,1310.92
0.383129252,1288.4
0.386031746,1273.6
0.388934240,1280.97
0.391836735,1273.6
0.394739229,1295.86
0.397641723,1310.92
0.400544218,1318.51
0.403446712,1341.56
0.406349206,1333.83
0.409251701,1310.92
0.412154195,1318.51
0.415056689,1341.56
0.417959184,1349.33
0.420861678,1333.83
0.423764172,1341.56
0.426666667,1333.83
0.429569161,-970.797
0.432471655,-970.797
0.435374150,-970.797
0.438276644,-976.421
0.441179138,-970.797
0.444081633,-970.797
0.446984127,-982.078
0.449886621,-993.489
0.452789116,-959.647
0.455691610,-965.206
0.458594104,-965.206
0.461496599,-959.647
0.464399093,-999.244
0.467301587,-999.244
0.470204082,-1005.03
0.473106576,-1005.03
0.476009070,-1005.03
0.478911565,-1034.48
0.481814059,-1005.03
0.484716553,-1022.6
0.487619048,-1034.48
0.490521542,-1040.47
0.493424036,-1040.47
0.496326531,-1040.47
0.499229025,-1034.48
0.502131519,-1034.48
0.505034014,-1040.47
0.507936508,-1034.48
0.510839002,-1046.5
0.513741497,-1034.48
0.516643991,-1046.5
0.519546485,-1058.66
0.522448980,-1052.56
0.525351474,-1058.66
0.528253968,-1052.56
0.531156463,-1046.5
0.534058957,-1058.66
0.536961451,-1058.66
0.539863946,-1046.5
0.542766440,-1052.56
0.545668934,-1046.5
0.548571429,-1040.47
0.551473923,-1022.6
0.554376417,-1022.6
0.557278912,-1022.6
0.560181406,-999.244
0.563083900,-1010.85
0.565986395,-1005.03
0.568888889,-1010.85
0.571791383,-1016.71
0.574693878,-1010.85
0.577596372,-1046.5
0.580498866,-1040.47
0.583401361,-1034.48
0.586303855,-1034.48
0.589206349,-1034.48
0.592108844,-1034.48
0.595011338,-1040.47
0.597913832,-1034.48
0.600816327,-1034.48
0.603718821,-1034.48
0.606621315,-1034.48
0.609523810,-1034.48
0.612426304,-1028.52
0.615328798,-1034.48
0.618231293,-1034.48
0.621133787,-1046.5
0.624036281,-1046.5
0.626938776,-1040.47
0.629841270,-1052.56
0.632743764,-1046.5
0.635646259,-1046.5
0.638548753,-1052.56
0.641451247,-1058.66
0.644353741,-1058.66
0.647256236,-1052.56
0.650158730,-1064.79
0.653061224,-1070.96
